0% 1.3217 0.7234 0.9207 0.9952 0.9980 0.00445426687809762 0.002352530552405213 0.0013573503600765727 0.0003006468766911133 0.000281312380506143
1.00% 1.4821 0.6900 0.8972 0.9857 1.0000 0.004109212025602895 0.002670880004792436 0.0013001538370516186 6.152137893382432e-05 0.0
2.00% 1.8977 0.6252 0.8571 0.9841 1.0000 0.004800935498001858 0.0034426733798023764 0.0013227244611028822 0.00011109928165619495 0.0
3.00% 2.8148 0.5015 0.7620 0.9803 1.0000 0.00596191428318417 0.002030172406471905 0.0009178235124467052 0.00012918721451932717 0.0
4.00% 3.8432 0.3851 0.6519 0.9744 1.0000 0.005601942586546641 0.0007999999999999966 0.0009785703858180264 9.341099596009565e-05 0.0
5.00% 6.2215 0.2180 0.4782 0.9566 1.0000 0.012881983913045273 0.001187265766372471 0.0006916646586316323 0.0003301918489370716 0.0
6.00% 7.4076 0.1211 0.3370 0.9236 1.0000 0.004905162351225776 0.0016847551750922142 0.002040196069009056 0.0010508995769372591 0.0
7.00% 9.7604 0.0549 0.2307 0.8461 1.0000 0.006909093229254427 0.0008475848040166835 0.00124354332453679 0.0017724645349051153 0.0
8.00% 11.5819 0.0287 0.1657 0.2975 1.0000 0.004385580985519182 0.00041182520563948005 0.0012496399481450634 nan 0.0
9.00% 12.4620 0.0172 0.1306 00 1.0000 0.008674031578435966 0.0005099019513592784 0.0007059745037889149 nan 0.0
10.0% 9.9490 0.0214 0.1144 00 1.0000 0.0042027628884609 0.0003346640106136309 0.0008822698000045129 nan 0.0
11.00% 9.9341 0.0214 0.0896 00 1.0000 0.003332244148788914 0.00034641016151377573 0.0008034923770640264 nan 0.0
12.00% 9.1990 0.0181 0.0798 00 1.0000 0.0038191343923605204 0.00010198039027185603 0.00062481997407253 nan 0.0
13.00% 7.5257 0.0187 0.0638 00 1.0000 0.001880440303310053 0.00033704599092705505 0.0007025667228100117 nan 0.0
14.00% 7.0240 0.0145 0.0555 00 1.0000 0.002577324007798734 0.0003498571136907178 0.00042237424163885855 nan 0.0
15.00% 7.7771 0.0100 0.0547 00 1.0000 0.001411248841339612 3.999999999999976e-05 0.0005418486873657613 nan 0.0
16.00% 7.3836 0.0100 0.0509 00 1.0000 0.0010615284201692672 0.0 0.0005535341001239206 nan 0.0
17.00% 7.0713 0.0100 0.0533 00 1.0000 0.001044076829397512 0.0 0.00021540659228538143 nan 0.0
18.00% 7.1700 0.0100 0.0530 00 1.0000 0.001934018380928989 0.0 0.0009748846085563152 nan 0.0
19.00% 7.1128 0.0099 0.0512 00 1.0000 0.000702024772968893 0.0 0.0007194442299441974 nan 0.0
20.0% 6.8495 0.0102 0.0475 00 1.0000 0.00038839128349733675 0.00010198039027185561 0.0006151422599691863 nan 0.0
22.00% 6.2652 0.0099 0.0495 00 1.0000 0.00042530763396882935 0.00030066592756745837 0.00010198039027185561 nan 0.0
25.00% 5.7161 0.0100 0.0483 00 1.0000 0.00016718471275402625 0.0 0.00019595917942265292 nan 0.0
30.0% 5.2228 0.0100 0.0500 00 1.0000 5.9937313798186273e-05 0.0 3.999999999999837e-05 nan 0.0
