0% 2.009 0.6917 0.8898 0.9952 0.997 0.018370720678176 0.002880555501982 0.00099518842437 0.000483278454965 0.000207387135156
2.00% 2.0062 0.691 0.89 0.995 0.9971 0.009924007838378 0.002098189695905 0.001844559568027 0.000125404061902 0.000468331630518
5.00% 2.0044 0.6921 0.8889 0.9954 0.9967 0.010152765580294 0.003658961601329 0.001254750971309 9.55876495619556E-05 0.000356483436531
10.0% 2.0168 0.6904 0.8901 0.9951 0.997 0.008711411740779 0.001894835085172 0.001196662024132 0.000148775840246 0.000289679789847
15.00% 2.014 0.6875 0.8892 0.9947 0.997 0.012328380822314 0.002665783186983 0.002366938951473 0.000261700234012 0.000121178879477
20.0% 2.0122 0.6876 0.887 0.9947 0.9975 0.005758760129745 0.000821218606706 0.000969535971483 0.000190677629053 0.000188262503929
25.00% 2.0328 0.6801 0.8826 0.9947 0.9972 0.010224381916293 0.001953867958691 0.001843257985199 0.000144330474461 0.000259274390137
30.0% 2.0724 0.6713 0.8772 0.9943 0.9974 0.009630024535542 0.001351443672522 0.001999399909973 0.000254776094158 0.000281519324986
32.00% 2.0687 0.6716 0.8788 0.9941 0.9979 0.0198325739204 0.000381575680567 0.000382622529394 0.000345021374911 0.000150884714947
34.00% 2.0731 0.6674 0.8741 0.9942 0.9981 0.013375962566207 0.001363231455036 0.001730433471706 0.000222852697398 0.000328210929736
36.00% 2.0622 0.6664 0.8733 0.9938 0.9983 0.013739445144751 0.002196724834839 0.000872696969171 0.000305220722316 0.000103719911923
38.00% 2.0991 0.6556 0.8695 0.9934 0.9983 0.006998645502903 0.002872211691363 0.002191255347968 0.000170512398814 0.000216738929827
40.0% 2.1205 0.6479 0.8659 0.9934 0.998 0.009102002901473 0.001564608577249 0.00239866629609 0.000273396212006 0.000322600757325
42.00% 2.1412 0.6433 0.8631 0.9934 0.9982 0.012741328424546 0.003878453299964 0.002206898275861 0.000296030586209 0.000257400717252
44.00% 2.1743 0.631 0.8572 0.9926 0.998 0.00829436358057 0.001623083485222 0.001289030643546 0.000278546504852 0.0002694930453
46.00% 2.2622 0.6121 0.8445 0.9927 0.9983 0.006230047051247 0.002314649001469 0.001395707705789 0.000538187718652 0.000329846155545
48.00% 2.2945 0.6045 0.8398 0.9927 0.9981 0.006717428714071 0.002466252217434 0.001257616793781 0.0006119490326 0.000346110841626
50.0% 2.4009 0.5863 0.8246 0.9917 0.9981 0.009317079491237 0.001834121042898 0.002204903626012 0.000323562085616 0.000239055375136
52.00% 2.48 0.5646 0.8135 0.9905 0.9986 0.014287517348309 0.001885311645326 0.00116 0.00027044878502 0.00035942941058
54.00% 2.6923 0.5292 0.7883 0.99 0.9984 0.014000113324017 0.002638484413446 0.001493452376208 0.000440085632488 0.000466530702584
56.00% 3.0201 0.4769 0.7497 0.987 0.9985 0.006698368136776 0.002175683800556 0.002212329089444 0.000517201882707 0.000317042766153
58.00% 3.3769 0.4253 0.7083 0.9862 0.9969 0.006598261044923 0.002660075186907 0.000861162005664 0.0004073148295 0.000284013150569
60.0% 3.2224 0.4254 0.7076 0.9847 0.9969 0.009533343056366 0.001085541339609 0.001509171958393 0.000459404472807 0.000300903900267
62.00% 3.7465 0.3399 0.6331 0.9793 0.9957 0.017457590659305 0.002158332689833 0.001734819875376 0.000671272988947 0.000102471610999
64.00% 4.4838 0.2588 0.5507 0.971 0.9953 0.012012402061138 0.002839013913316 0.001316662447251 0.001083327937851 0.000502787658192
66.00% 4.7401 0.2209 0.4975 0.5792 0.996 0.011700719279101 0.001795550054997 0.002861747717742 nan 0.00058258160261
68.00% 4.6609 0.1986 0.4822 0.9636 0.9959 0.013575054194848 0.002505513919339 0.003287552280953 0.001361328967618 0.000525570432028
70.0% 4.7644 0.1586 0.4241 0.5721 0.9956 0.010502646335876 0.001541946821392 0.001651181395244 nan 0.000226172106069
72.00% 5.2741 0.1078 0.3424 0.5558 0.9984 0.008650504867155 0.001205985074535 0.003355353930661 nan 0.000176059014483
74.00% 5.7866 0.0685 0.2657 0 0.9996 0.005687196745532 0.001204325537386 0.00104192130221 nan 9.92257010360532E-05
76.00% 6.7994 0.0279 0.1645 0 0.9996 0.008029190405597 0.000818779579618 0.001293676930304 nan 0.000111293381366
78.00% 6.6007 0.0179 0.1156 0 0.9998 0.005299310619878 0.000593295878968 0.001260793400998 nan 7.57945381390832E-05
