0% 0.3890 0.8781 0.9919 0.9898 0.9899 0.009873717992098387 0.002417105707245786 0.0006968500556073927 0.0009426029191627352 0.0005268281369619368
2.00% 0.3876 0.8784 0.9913 0.9897 0.9907 0.0032290056182823646 0.0012076423311560393 0.0005329165037789563 0.0003500773393468625 0.0013550357630891202
5.00% 0.3904 0.8773 0.9918 0.9900 0.9906 0.0063729037527609144 0.0018033302526159697 0.001005186549850297 0.0007165441721832189 0.0011767977051718225
10.0% 0.3885 0.8786 0.9919 0.9897 0.9899 0.0052285926714841675 0.001165160933090382 0.0009042123644366059 0.0007424599582137734 0.0007683002045523424
15.00% 0.3957 0.8761 0.9912 0.9884 0.9914 0.007632938936655975 0.0024358981916327753 0.0011356055653262533 0.001143858633416827 0.0008638523978499059
20.0% 0.3997 0.8732 0.9911 0.9884 0.9908 0.009808809362156584 0.0034725206982824503 0.0006418722614352435 0.0010236829243392635 0.0004974471634454515
25.00% 0.4155 0.8680 0.9901 0.9873 0.9915 0.0024864662550857057 0.002363556642012183 0.00022803508501980247 0.0011783708479186999 0.0010466552547472524
30.0% 0.4170 0.8655 0.9894 0.9869 0.9919 0.003060020181966815 0.0022887551201471903 0.0008399999999999889 0.0005896758265469432 0.000813192219400426
32.00% 0.4307 0.8594 0.9887 0.9843 0.9927 0.008723893812848648 0.002008581589082221 0.0009108238029388508 0.0012389888252203884 0.00045968586935020005
34.00% 0.4563 0.8508 0.9863 0.9847 0.9922 0.009915879789674842 0.003698432100228418 0.0007520638270785259 0.0004844937976483658 0.0007330949521878906
36.00% 0.4749 0.8436 0.9866 0.9837 0.9927 0.008373650664527122 0.0027062889720057717 0.0012812493902437548 0.000795372737619308 0.0005112908217867507
38.00% 0.4983 0.8344 0.9832 0.9803 0.9937 0.00775798808478266 0.0027139638906956897 0.0005741080037762824 0.0016638589182797362 0.0004372604307104964
40.0% 0.5312 0.8240 0.9812 0.9780 0.9941 0.006682324763749574 0.0022843817544359953 0.0005549774770204432 0.00042656121669479454 0.0006678527819882334
42.00% 0.5934 0.8020 0.9745 0.9693 0.9961 0.00635491455842017 0.0021958141997901436 0.0013682105101189414 0.001392441866087532 0.00029685862670718614
44.00% 0.6710 0.7718 0.9695 0.9658 0.9962 0.004682114545234043 0.0021564786110694445 0.0007054076835419394 0.0010907198749362868 0.0006985108077046658
46.00% 0.8316 0.7172 0.9540 0.9515 0.9968 0.00616950973477424 0.002481451188317031 0.0022339203208709022 0.00147497194761337 0.0007157066134761375
48.00% 1.0002 0.6599 0.9352 0.9315 0.9974 0.008830553798233417 0.0029655353648203285 0.0017127755252805317 0.0034009050735376235 0.0006294990606687423
50.0% 1.2760 0.5582 0.9003 0.3594 0.9982 0.004781128024378029 0.0031308784709726304 0.0011534296684236915 nan 0.00041200668244360887
52.00% 1.7135 0.3914 0.8230 00 0.9993 0.006215337917329982 0.003003731013256681 0.0018423897524682464 nan 0.00018070252546647942
54.00% 2.1231 0.2483 0.7131 00 0.9998 0.0052478520472710784 0.0012432216214336082 0.0031155095891362366 nan 0.0001438225127062335
56.00% 2.4079 0.1463 0.6277 00 0.9999 0.002081183910673398 0.0004923413450036463 0.002016531675922798 nan 4.898979485565817e-05
58.00% 2.6084 0.1149 0.5679 00 1.0000 0.0022449495579526415 0.0009393614852653919 0.001417885749981279 nan 0.0
60.0% 2.7229 0.1222 0.5066 00 1.0000 0.00093364383453529 0.0012425779653607275 0.0009329523031752729 nan 0.0
62.00% 2.7397 0.1000 0.5002 00 1.0000 0.0006018133506313677 4.898979485565817e-05 0.00014142135623729392 nan 0.0
64.00% 2.7616 0.1000 0.5000 00 1.0000 0.00032962812288540763 0.0 4.898979485565817e-05 nan 0.0
66.00% 2.6302 0.1000 0.5004 00 1.0000 0.000230321760732665 0.0 0.00010954451150102115 nan 0.0
68.00% 2.7669 0.1000 0.5000 00 1.0000 0.00010796946188496246 0.0 0.0 nan 0.0
70.0% 2.7329 0.1000 0.5000 00 1.0000 2.310495350622653e-05 0.0 0.0 nan 0.0
72.00% 2.6913 0.1000 0.5000 00 1.0000 1.0456186050187432e-05 0.0 0.0 nan 0.0
74.00% 2.6145 0.1000 0.5000 00 1.0000 8.291003716331373e-06 0.0 0.0 nan 0.0
76.00% 2.4823 0.1000 0.5000 00 1.0000 1.3810223461577497e-06 0.0 0.0 nan 0.0
78.00% 2.4216 0.1000 0.5000 00 1.0000 5.842953011230564e-07 0.0 0.0 nan 0.0
80.0% 2.3984 0.1000 0.5000 00 1.0000 2.1314148272459742e-07 0.0 0.0 nan 0.0
82.00% 2.3618 0.1000 0.5000 00 1.0000 9.42076850955994e-08 0.0 0.0 nan 0.0
84.00% 2.3517 0.1000 0.5000 00 1.0000 1.8375203126248437e-08 0.0 0.0 nan 0.0
86.00% 2.3592 0.1000 0.5000 00 1.0000 1.6867088545159547e-08 0.0 0.0 nan 0.0
88.00% 2.3403 0.1000 0.5000 00 1.0000 6.8207385453736646e-09 0.0 0.0 nan 0.0
90.0% 2.3258 0.1000 0.5000 00 1.0000 3.737624780207179e-09 0.0 0.0 nan 0.0
