0% 1.4566 0.6447 0.8644 0.5979 0.9924 0.007291103029901753 0.0015849290204927207 0.002028398382961321 nan 0.0003917973744777904
1.00% 1.5953 0.6165 0.8438 0.7869 1.0000 0.008338686086997523 0.002402998127340114 0.0017127755252805282 nan 0.0
2.00% 1.7433 0.5907 0.8210 0.5897 1.0000 0.014984065457045944 0.0035400564967243173 0.00364274621679851 nan 0.0
3.00% 1.9071 0.5593 0.7918 00 1.0000 0.01344823463947894 0.003600000000000021 0.0029044792992892936 nan 0.0
4.00% 2.1573 0.5101 0.7542 00 1.0000 0.014282239817140045 0.0024548727054574345 0.0038652296180175516 nan 0.0
5.00% 2.4538 0.4514 0.7039 00 1.0000 0.01093945730813512 0.002458780185376498 0.0025710698162437987 nan 0.0
6.00% 2.8681 0.3736 0.6353 00 1.0000 0.019295906917533124 0.0038498831151088206 0.005735503465259168 nan 0.0
7.00% 3.2784 0.3023 0.5576 00 1.0000 0.009904375642356494 0.0031870989943834516 0.0022577865266671794 nan 0.0
8.00% 3.8337 0.2288 0.4594 00 1.0000 0.017405420934522405 0.002847033543883874 0.004590860485791313 nan 0.0
9.00% 4.4794 0.1620 0.3633 00 1.0000 0.009565686948608789 0.0025306125740618634 0.0024814511883170247 nan 0.0
10.0% 4.9764 0.1127 0.2983 00 1.0000 0.005824989447589993 0.0014837789592793103 0.0028309715646752803 nan 0.0
11.00% 5.4127 0.0800 0.2342 00 1.0000 0.011470063250096271 0.0012387090053761598 0.001755676507788379 nan 0.0
12.00% 5.5959 0.0566 0.1827 00 1.0000 0.00492927529176168 0.0021740285186721904 0.0020293841430345304 nan 0.0
13.00% 5.8063 0.0391 0.1486 00 1.0000 0.011712083752312663 0.001053375526581096 0.0027557938965024143 nan 0.0
14.00% 6.1839 0.0226 0.1166 00 1.0000 0.007074254668793028 0.0008731551981177228 0.001970177656963961 nan 0.0
15.00% 6.1852 0.0180 0.1032 00 1.0000 0.006053840540858287 0.00047074409183759253 0.000989141041510257 nan 0.0
16.00% 6.1966 0.0141 0.0926 00 1.0000 0.008336725429985498 0.000426145515053251 0.0007934733769950923 nan 0.0
17.00% 6.1710 0.0112 0.0799 00 1.0000 0.004593947899923597 0.0002039607805437112 0.0007520638270785252 nan 0.0
18.00% 6.1094 0.0104 0.0763 00 1.0000 0.0024636204282849523 0.00019595917942265436 0.0009243376006633114 nan 0.0
19.00% 6.0049 0.0100 0.0657 00 1.0000 0.0021914576166582856 4.8989794855663264e-05 0.0013093509842666336 nan 0.0
20.0% 5.9587 0.0099 0.0590 00 1.0000 0.0022972520812572553 4.8989794855663264e-05 0.000761577310586391 nan 0.0
22.00% 5.7162 0.0106 0.0574 00 1.0000 0.0013756570305815832 0.0002481934729198169 0.0005306599664568632 nan 0.0
25.00% 5.6364 0.0136 0.0504 00 1.0000 0.0005340225073609958 0.00039293765408777016 0.00032863353450309933 nan 0.0
30.0% 5.7057 0.0100 0.0500 00 1.0000 7.569177363691136e-05 0.0 7.999999999999917e-05 nan 0.0
