0% 0.2947 0.9306 0.9979 0.9948 0.9961 0.0047399660039137235 0.0008814193099768102 0.0002856571371417051 0.00042735276447390484 0.0004613425769270211
2.00% 0.3667 0.9119 0.9970 0.9932 0.9954 0.01994452505336085 0.00415943505779331 0.0006838128398911562 0.0018291330895032238 0.0017448783823659927
4.00% 0.6262 0.8523 0.9917 0.9841 0.9949 0.08431221711289882 0.01684768530095456 0.0019737274381230927 0.004911882124435856 0.001894396380131131
6.00% 1.2878 0.7203 0.9674 0.9520 0.9963 0.2895081035372263 0.04381856227673382 0.006157929846953453 0.020992895897562883 0.0025707030831536824
8.00% 1.7981 0.5952 0.9180 0.9047 0.9977 0.26982805476328064 0.049026935453891064 0.025495340750811713 0.026877977521002346 0.0019922962789360042
10.0% 3.3484 0.3630 0.7640 0.7948 0.9981 0.4296784601185216 0.05523375779358127 0.031102798909422934 0.039460946223398574 0.002243045537948934
12.00% 4.2607 0.2716 0.6281 0.7238 0.9999 0.7217026672500009 0.060157290497494985 0.04261973838493145 0.0453972032421359 7.33231973868122e-05
14.00% 5.2897 0.1542 0.5468 0.5443 1.0000 0.6320758822423246 0.02530752654844009 0.020511872171988594 nan 0.0
16.00% 4.9022 0.1570 0.5330 0.5480 1.0000 0.7443438879988743 0.04701290142078023 0.030195206573229477 nan 0.0
18.00% 5.1484 0.1226 0.5041 0.4940 1.0000 0.5191942544836307 0.014544844447432224 0.012036444657788282 nan 0.0
20.0% 4.8448 0.1114 0.5002 0.3716 1.0000 0.35280589439743504 0.014434832870525376 0.000780000000000014 nan 0.0
25.00% 4.5679 0.1017 0.4999 0.4545 1.0000 0.3375598161622905 0.004563814194289684 0.0020317726250739837 nan 0.0
30.0% 4.0374 0.0997 0.5006 0.2495 1.0000 0.2976578246637659 0.0006007495318350266 0.0020700000000000054 nan 0.0
